"ORG_ID"|"NAVN"|"ORG_NAVN"|"POSITION"|"BESKRIVELSE"|"BIQ_PERSON_ID"|"CVR"|"POST_SIDEN"|"post"|"IND_NR"
5000088|"Jens Jørgen Madsen"|"MT Højgaard"|"Bestyrelsespost"|""|437651|12562233|"17-04-2009"|"Bestyrelsesmedlem"|106111
5000088|"Jens Nyhus"|"MT Højgaard"|"Direktionspost"|""|439703|12562233|"01-01-2005"|"Direktionspost"|106111
5000088|"Jørgen Enegaard Nicolajsen"|"MT Højgaard"|"Direktionspost adm. dir"|""|465947|12562233|"14-03-2012"|"Adm. Direktør"|106111
5000088|"Lars Søren Rasmussen"|"MT Højgaard"|"Bestyrelsespost"|""|520768|12562233|"20-04-2007"|"Bestyrelsesmedlem"|106111
5000088|"Niels Lykke Graugaard"|"MT Højgaard"|"Bestyrelsespost næstformand"|""|572443|12562233|"11-04-2012"|"Næstformand"|106111
5000088|"Flemming Lorents Steen"|"MT Højgaard"|"Direktionspost"|""|1093737|12562233|"04-10-2011"|"Direktionspost"|106111
5000088|"Hans-Henrik Hannibal Hansen"|"MT Højgaard"|"Bestyrelsespost"|""|1457150|12562233|"17-04-2009"|"Bestyrelsesmedlem"|106111
5000088|"Curt Willy Germundsson"|"MT Højgaard"|"Bestyrelsespost"|""|1599012|12562233|"17-04-2008"|"Bestyrelsesmedlem"|106111
5000088|"Torsten Ask Overgaard"|"MT Højgaard"|"Bestyrelsespost"|""|1761943|12562233|"17-04-2009"|"Bestyrelsesmedlem"|106111
5000088|"Knud Rasmussen"|"MT Højgaard"|"Bestyrelsespost"|""|1761944|12562233|"17-04-2009"|"Bestyrelsesmedlem"|106111
5000489|"Jørgen Michael Klejnstrup"|"Multidata"|"Direktionspost adm. dir"|""|470120|27226027|"01-04-2012"|"Adm. Direktør"|106111
5000489|"Karen Frøsig"|"Multidata"|"Bestyrelsespost"|""|480825|27226027|"14-04-2011"|"Bestyrelsesmedlem"|106111
5000489|"Per Hviid"|"Multidata"|"Direktionspost"|""|599929|27226027|"07-03-2011"|"Direktionspost"|106111
5000489|"Peter Lybecker"|"Multidata"|"Bestyrelsespost næstformand"|""|610541|27226027|"28-04-2010"|"Næstformand"|106111
5000489|"Sven Erik Lystbæk"|"Multidata"|"Bestyrelsespost formand"|""|652868|27226027|"28-04-2010"|"Formand"|106111
5000489|"Svend Erik Kracht"|"Multidata"|"Bestyrelsespost"|""|656020|27226027|"30-06-2003"|"Bestyrelsesmedlem"|106111
5000489|"Tonny Thierry Andersen"|"Multidata"|"Bestyrelsespost"|""|676954|27226027|"14-04-2011"|"Bestyrelsesmedlem"|106111
5000489|"Flemming Jul Jensen"|"Multidata"|"Bestyrelsespost"|""|713188|27226027|"28-04-2010"|"Bestyrelsesmedlem"|106111
5000489|"Finn Juel Glyngø"|"Multidata"|"Bestyrelsespost"|""|1010098|27226027|"29-09-2003"|"Bestyrelsesmedlem"|106111
5000489|"Gert Rinaldo Jonassen"|"Multidata"|"Bestyrelsespost næstformand"|""|1073630|27226027|"28-04-2010"|"Næstformand"|106111
5000489|"Anette Bach Christensen"|"Multidata"|"Bestyrelsespost"|""|1589085|27226027|"28-04-2008"|"Bestyrelsesmedlem"|106111
5000489|"Torben Wahlgreen"|"Multidata"|"Bestyrelsespost"|""|1589087|27226027|"28-04-2008"|"Bestyrelsesmedlem"|106111
5000489|"Helle Githa Muusfeldt"|"Multidata"|"Bestyrelsespost"|""|1929493|27226027|"05-10-2010"|"Bestyrelsesmedlem"|106111
5000577|"Søren Holmbom"|"MultiLine"|"Direktionspost Administrerende direktør"|""|236881|10665841|"01-08-2007"|"Adm. Direktør"|106111
5000577|"Niels-Ole Krøjer Svendsen"|"MultiLine"|"Bestyrelsespost"|""|1016183|10665841|"02-01-2008"|"Bestyrelsesmedlem"|106111
5000577|"Frank André van Zanten"|"MultiLine"|"Bestyrelsespost formand"|""|1205959|10665841|"19-09-2005"|"Formand"|106111
5000577|"Richard James Henry Marsh"|"MultiLine"|"Bestyrelsespost"|""|1205960|10665841|"19-09-2005"|"Bestyrelsesmedlem"|106111
5000577|"Kim Pedersen"|"MultiLine"|"Bestyrelsespost"|""|1347506|10665841|"05-03-2009"|"Bestyrelsesmedlem"|106111
5000450|"Carl Alfred Munck"|"Munck Gruppen"|"Bestyrelsespost næstformand"|""|297788|16499609|"03-12-2007"|"Næstformand"|106111
5000450|"Hans Christian Munck"|"Munck Gruppen"|"Direktionspost adm. dir"|""|378245|16499609|"07-06-2011"|"Adm. Direktør"|106111
5000450|"Hans Gormsen"|"Munck Gruppen"|"Bestyrelsespost"|""|379885|16499609|"07-06-2011"|"Bestyrelsesmedlem"|106111
5000450|"Jens Kronborg"|"Munck Gruppen"|"Bestyrelsespost formand"|""|438641|16499609|"03-12-2007"|"Formand"|106111
5000450|"Jørgen Heinrich Bast"|"Munck Gruppen"|"Bestyrelsespost"|""|467388|16499609|"07-11-2006"|"Bestyrelsesmedlem"|106111
5000450|"Ole Michael Friis"|"Munck Gruppen"|"Bestyrelsespost"|""|584337|16499609|"01-03-2011"|"Bestyrelsesmedlem"|106111
5000004|"Frants Erich Bernstorff-Gyldensteen"|"Mærsk Olie og Gas"|"Bestyrelsespost"|""|232173|22757318|"12-06-2003"|"Bestyrelsesmedlem"|106111
5000004|"Michael Pram Rasmussen"|"Mærsk Olie og Gas"|"Bestyrelsespost næstformand"|""|554525|22757318|"01-10-2004"|"Næstformand"|106111
5000004|"Trond Ødegård Westlie"|"Mærsk Olie og Gas"|"Bestyrelsespost"|""|684197|22757318|"30-03-2010"|"Bestyrelsesmedlem"|106111
5000004|"Henrik Christrup"|"Mærsk Olie og Gas"|"Bestyrelsespost"|""|400874|22757318|""|"Bestyrelsesmedlem"|106111
5000004|"Jakob Bo Thomasen"|"Mærsk Olie og Gas"|"Direktionspost adm. dir"|""|1727158|22757318|""|"Adm. Direktør"|106111
5000004|"Nils Smedegaard Andersen"|"Mærsk Olie og Gas"|"Bestyrelsespost formand"|""|576977|22757318|""|"Formand"|106111
5000984|"Per Tollestrup Nielsen"|"N. C. Nielsen"|"Bestyrelsespost Formand"|""|235680|41118814|"02-03-1998"|"Formand"|106111
5000984|"Jens Wøldiche Pedersen"|"N. C. Nielsen"|"Bestyrelsespost"|""|443308|41118814|"25-09-2001"|"Bestyrelsesmedlem"|106111
5000984|"John Erling Jensen"|"N. C. Nielsen"|"Bestyrelsespost"|""|454412|41118814|"25-09-2001"|"Bestyrelsesmedlem"|106111
5000984|"Ole Hedegaard Pirchert"|"N. C. Nielsen"|"Bestyrelsespost"|""|582011|41118814|"25-09-2001"|"Bestyrelsesmedlem"|106111
5000984|"Poul Byrial Nielsen"|"N. C. Nielsen"|"Bestyrelsespost"|""|617137|41118814|"02-03-1998"|"Bestyrelsesmedlem"|106111
5000353|"Michael Chino Hjort"|"NKT Flexibles"|"Direktionspost Adm DIr"|""|551738|24255298|"09-07-1999"|"Adm. Direktør"|106111
5000353|"Per Geir Løvstad"|"NKT Flexibles"|"Bestyrelsespost"|""|598982|24255298|"04-04-2012"|"Bestyrelsesmedlem"|106111
5000353|"Reidar Kleven"|"NKT Flexibles"|"Direktionspost"|""|629415|24255298|"01-01-2006"|"Direktionspost"|106111
5000353|"David James Keener"|"NKT Flexibles"|"Bestyrelsespost"|""|17159807|24255298|"04-04-2012"|"Bestyrelsesmedlem"|106111
5000353|"Daniel Louis Molianaro"|"NKT Flexibles"|"Bestyrelsespost"|""|17162289|24255298|"04-04-2012"|"Bestyrelsesmedlem"|106111
5000343|"Anker Boye"|"Naturgas Fyn"|"Bestyrelsespost formand"|""|252106|10123518|"25-01-2010"|"Formand"|106111
5000343|"Gunnar Lund"|"Naturgas Fyn"|"Bestyrelsespost"|""|371183|10123518|"13-02-2003"|"Bestyrelsesmedlem"|106111
5000343|"Ivan Bøg"|"Naturgas Fyn"|"Bestyrelsespost"|""|419556|10123518|"25-01-2010"|"Bestyrelsesmedlem"|106111
5000343|"Lars Ole Thejsen Valsøe"|"Naturgas Fyn"|"Bestyrelsespost"|""|519389|10123518|"25-01-2010"|"Bestyrelsesmedlem"|106111
5000343|"Mogens Christensen"|"Naturgas Fyn"|"Bestyrelsespost"|""|558042|10123518|"25-01-2010"|"Bestyrelsesmedlem"|106111
5000343|"Susanne Loubjerg Andersen"|"Naturgas Fyn"|"Bestyrelsespost"|""|651180|10123518|"25-01-2010"|"Bestyrelsesmedlem"|106111
5000343|"Jeppe Fugl"|"Naturgas Fyn"|"Bestyrelsespost"|""|948017|10123518|"25-01-2010"|"Bestyrelsesmedlem"|106111
5000343|"Steen Langkilde Møller"|"Naturgas Fyn"|"Bestyrelsespost"|""|1347392|10123518|"01-05-2010"|"Bestyrelsesmedlem"|106111
5000343|"Bjarke Pålsson"|"Naturgas Fyn"|"Direktionspost adm. dir"|""|1419668|10123518|"02-04-2009"|"Adm. Direktør"|106111
5000343|"Hans Randstorf Jørgensen"|"Naturgas Fyn"|"Bestyrelsespost næstformand"|""|1476287|10123518|"25-01-2010"|"Næstformand"|106111
5000343|"Erik Skov Christensen"|"Naturgas Fyn"|"Bestyrelsespost"|""|1832407|10123518|"25-01-2010"|"Bestyrelsesmedlem"|106111
5000343|"John Erik Kruse"|"Naturgas Fyn"|"Bestyrelsespost"|""|1832408|10123518|"25-01-2010"|"Bestyrelsesmedlem"|106111
5000343|"Hanne Klit Larsen"|"Naturgas Fyn"|"Bestyrelsespost"|""|1832409|10123518|"25-01-2010"|"Bestyrelsesmedlem"|106111
5000477|"Erling Højsgaard"|"Navision Shipping Company"|"Bestyrelsespost formand"|""|342297|26405254|"05-11-2003"|"Formand"|106111
5000477|"Peter Alexis Georg Jein"|"Navision Shipping Company"|"Direktionspost"|""|604994|26405254|"08-07-2010"|"Direktionspost"|106111
5000477|"Jakob Ellehauge Sode"|"Navision Shipping Company"|"Bestyrelsespost"|""|1357276|26405254|"13-11-2007"|"Bestyrelsesmedlem"|106111
5000218|"Klaus Kaae"|"NCC Construction"|"Direktionspost"|""|501133|69894011|"30-09-2008"|"Direktionspost"|106111
5000218|"Torben Biilmann"|"NCC Construction"|"Direktionspost adm. dir"|""|677602|69894011|"26-10-2006"|"Adm. Direktør"|106111
5000218|"Karin Ann-Sofi Danielsson"|"NCC Construction"|"Bestyrelsespost"|""|984683|69894011|"26-06-2003"|"Bestyrelsesmedlem"|106111
5000218|"Bengt Håkan Broman"|"NCC Construction"|"Bestyrelsespost"|""|1257768|69894011|"25-01-2009"|"Bestyrelsesmedlem"|106111
5000218|"Erik Peter Wågström"|"NCC Construction"|"Bestyrelsespost formand"|""|1399212|69894011|"13-04-2011"|"Formand"|106111
5000218|"Scott Hamilton Brown"|"NCC Construction"|"Bestyrelsespost"|""|1595524|69894011|"17-04-2008"|"Bestyrelsesmedlem"|106111
5000218|"Conny Wagner Christophersen"|"NCC Construction"|"Bestyrelsespost"|""|17169273|69894011|"01-04-2012"|"Bestyrelsesmedlem"|106111
5000596|"Nikolaj Finn Hertel"|"NCC Property Development"|"Direktionspost Administrerende direktør"|""|318820|26708672|"17-07-2002"|"Adm. Direktør"|106111
5000596|"Ole Faurby"|"NCC Property Development"|"Direktionspost"|""|581165|26708672|"16-06-2008"|"Direktionspost"|106111
5000596|"Sven-Åke Karlsson"|"NCC Property Development"|"Bestyrelsespost"|""|895867|26708672|"17-07-2002"|"Bestyrelsesmedlem"|106111
5000596|"Morten Vladimir Buur Bremholm Høet Jakobsen"|"NCC Property Development"|"Direktionspost Økonomidirektør"|""|934943|26708672|"01-07-2010"|"Direktionspost"|106111
5000596|"Hans Marius Møller"|"NCC Property Development"|"Direktionspost"|""|1106408|26708672|"01-12-2005"|"Direktionspost"|106111
5000596|"Nils Joakim Månsson"|"NCC Property Development"|"Bestyrelsespost"|""|1713795|26708672|"18-02-2009"|"Bestyrelsesmedlem"|106111
5000596|"Joachim Hallengren"|"NCC Property Development"|"Bestyrelsespost formand"|""|1728749|26708672|"01-04-2009"|"Formand"|106111
5000283|"Carsten Breum"|"NCC Roads"|"Bestyrelsespost"|""|300924|26708435|"18-12-2003"|"Bestyrelsesmedlem"|106111
5000283|"Knut Olle Göran Landgren"|"NCC Roads"|"Bestyrelsespost formand"|""|507294|26708435|"01-11-2006"|"Formand"|106111
5000283|"Thomas Rask Jensen"|"NCC Roads"|"Direktionspost Administrerende direktør"|""|670116|26708435|"17-07-2002"|"Adm. Direktør"|106111
5000283|"Lars Jørgensen"|"NCC Roads"|"Bestyrelsespost Medarbejdervalgt"|""|964043|26708435|"25-04-2003"|"Medarbejderrepræsentant"|106111
5000283|"Håkan Lennart Alfheim"|"NCC Roads"|"Bestyrelsespost"|""|1032147|26708435|"18-12-2003"|"Bestyrelsesmedlem"|106111
5000283|"Morten Brask"|"NCC Roads"|"Bestyrelsespost"|""|16809693|26708435|"14-05-2011"|"Bestyrelsesmedlem"|106111
5000340|"Erling Aabye Lindener"|"Nellemann Holding"|"Direktionspost"|""|341708|10845858|"05-05-2011"|"Direktionspost"|106111
5000340|"Vilhelm Jacob Nellemann, sr"|"Nellemann Holding"|"Bestyrelsespost"|""|421618|10845858|"06-05-1996"|"Bestyrelsesmedlem"|106111
5000340|"Jørn Qviste"|"Nellemann Holding"|"Bestyrelsespost"|""|475936|10845858|"11-06-1997"|"Bestyrelsesmedlem"|106111
5000340|"Kjeld Laurfelt Eriksen"|"Nellemann Holding"|"Bestyrelsespost"|""|499240|10845858|"30-10-1986"|"Bestyrelsesmedlem"|106111
5000340|"Lars Christian Brask"|"Nellemann Holding"|"Bestyrelsespost"|""|515038|10845858|"07-05-2010"|"Bestyrelsesmedlem"|106111
5000340|"Peter Andreas Sørensen"|"Nellemann Holding"|"Direktionspost Administrerende direktør"|""|605175|10845858|"18-12-1998"|"Adm. Direktør"|106111
5000340|"Johan Ewald Lorentzen"|"Nellemann Holding"|"Bestyrelsespost"|""|699484|10845858|"07-05-2010"|"Bestyrelsesmedlem"|106111
5000581|"Carsten Fredholm"|"Nestle"|"Direktionspost adm. dir"|""|301362|38688928|"25-10-2011"|"Adm. Direktør"|106111
5000581|"Jan Overgaard Oberschelp"|"Nestle"|"Bestyrelsespost"|""|1025580|38688928|"20-05-2005"|"Bestyrelsesmedlem"|106111
5000581|"Jacob Gregersen Nielsen"|"Nestle"|"Bestyrelsespost Medarbejdervalgt"|""|1101526|38688928|"24-05-2004"|"Medarbejderrepræsentant"|106111
5000581|"Anette Schiønning Smed"|"Nestle"|"Bestyrelsespost"|""|1181072|38688928|"20-05-2005"|"Bestyrelsesmedlem"|106111
5000581|"Vincenzo Miceli"|"Nestle"|"Bestyrelsespost formand"|""|1615932|38688928|"01-10-2007"|"Formand"|106111
5000581|"Carsten Johannes Hackel"|"Nestle"|"Direktionspost"|""|16952057|38688928|"01-11-2011"|"Direktionspost"|106111
5000129|"Frank Asger Olsen"|"Nets"|"Bestyrelsespost medarbejdervalgt"|""|357822|27225993|"29-09-2003"|"Medarbejderrepræsentant"|106111
5000129|"Jesper Bramming"|"Nets"|"Direktionspost Økonomidirektør"|""|444917|27225993|"13-12-2010"|"Direktionspost"|106111
5000129|"Peter Lybecker"|"Nets"|"Bestyrelsespost formand"|""|610541|27225993|"18-04-2007"|"Formand"|106111
5000129|"Sven Erik Lystbæk"|"Nets"|"Bestyrelsespost"|""|652868|27225993|"14-04-2010"|"Bestyrelsesmedlem"|106111
5000129|"Torben Henning Nielsen"|"Nets"|"Bestyrelsespost"|""|678808|27225993|"30-06-2003"|"Bestyrelsesmedlem"|106111
5000129|"Gert Rinaldo Jonassen"|"Nets"|"Bestyrelsespost"|""|1073630|27225993|"14-04-2010"|"Bestyrelsesmedlem"|106111
5000129|"Leif Teksum"|"Nets"|"Bestyrelsespost næstformand"|""|1238128|27225993|"09-05-2011"|"Næstformand"|106111
5000129|"Mette Kamsvåg Grimstad"|"Nets"|"Direktionspost adm. dir"|""|1404880|27225993|"23-11-2011"|"Adm. Direktør"|106111
5000129|"Jens-Ulrik Røikjær Thomsen"|"Nets"|"Bestyrelsespost Medarbejdervalgt"|""|1594497|27225993|"28-04-2008"|"Medarbejderrepræsentant"|106111
5000129|"Stein Klakegg"|"Nets"|"Bestyrelsespost"|""|1858457|27225993|"14-04-2010"|"Bestyrelsesmedlem"|106111
5000129|"Stein Ole Larsen"|"Nets"|"Bestyrelsespost"|""|1858458|27225993|"14-04-2010"|"Bestyrelsesmedlem"|106111
5000129|"Vidar Frostrud"|"Nets"|"Bestyrelsespost"|""|1915563|27225993|"23-06-2010"|"Bestyrelsesmedlem"|106111
5000129|"Håkon Hertzberg"|"Nets"|"Bestyrelsespost"|""|1915564|27225993|"23-06-2010"|"Bestyrelsesmedlem"|106111
5000129|"Finn Haugan"|"Nets"|"Bestyrelsespost"|""|7362575|27225993|"27-04-2011"|"Bestyrelsesmedlem"|106111
5000691|"Birthe Marianne Christiansen"|"Nic. Christiansen Invest"|"Direktionspost"|""|232260|51035011|"31-12-2007"|"Direktionspost"|106111
5000691|"Erik Christensen"|"Nic. Christiansen Invest"|"Bestyrelsespost"|""|333294|51035011|"23-02-2007"|"Bestyrelsesmedlem"|106111
5000691|"Jørn Elkjær-Holm"|"Nic. Christiansen Invest"|"Bestyrelsespost"|""|474527|51035011|"03-09-1998"|"Bestyrelsesmedlem"|106111
5000691|"Palle Nørgaard"|"Nic. Christiansen Invest"|"Bestyrelsespost formand"|""|592548|51035011|"21-05-2010"|"Formand"|106111
5000216|"Carl Christian Nielsen"|"Nielsen & Nielsen Holding"|"Bestyrelsespost formand"|""|298117|49655118|"01-07-2011"|"Formand"|106111
5000216|"Finn Junge Andersen"|"Nielsen & Nielsen Holding"|"Bestyrelsespost næstformand"|""|349231|49655118|"21-09-2007"|"Næstformand"|106111
5000216|"James Noel Lucey"|"Nielsen & Nielsen Holding"|"Bestyrelsespost Medarbejdervalgt"|""|422890|49655118|"28-08-2003"|"Medarbejderrepræsentant"|106111
5000216|"Jørn Kildegaard Andersen"|"Nielsen & Nielsen Holding"|"Bestyrelsespost"|""|475156|49655118|"29-10-2007"|"Bestyrelsesmedlem"|106111
5000216|"Lars Klokker"|"Nielsen & Nielsen Holding"|"Bestyrelsespost Medarbejdervalgt"|""|517979|49655118|"28-08-2003"|"Medarbejderrepræsentant"|106111
5000216|"Niels Christian Nielsen"|"Nielsen & Nielsen Holding"|"Bestyrelsespost Medarbejdervalgt"|""|567782|49655118|"28-08-2003"|"Medarbejderrepræsentant"|106111
5000216|"Niels Thorborg"|"Nielsen & Nielsen Holding"|"Bestyrelsespost"|""|574844|49655118|"21-09-2006"|"Bestyrelsesmedlem"|106111
5000216|"Svend-Aage Nielsen"|"Nielsen & Nielsen Holding"|"Bestyrelsespost"|""|658662|49655118|"01-07-2011"|"Bestyrelsesmedlem"|106111
5000216|"Søren Klarskov Vilby"|"Nielsen & Nielsen Holding"|"Direktionspost adm. dir"|""|662393|49655118|"01-12-2010"|"Adm. Direktør"|106111
5000405|"Carsten Toft Boesen"|"Niras Gruppen"|"Direktionspost Administrerende direktør"|""|303407|73432219|"01-10-2000"|"Adm. Direktør"|106111
5000405|"Clas Nylandsted Andersen"|"Niras Gruppen"|"Bestyrelsespost formand"|""|310566|73432219|"23-04-2012"|"Formand"|106111
5000405|"Karol Marcinkowski"|"Niras Gruppen"|"Bestyrelsespost"|""|485826|73432219|"25-05-2010"|"Bestyrelsesmedlem"|106111
5000405|"Lisbet Thyge Frandsen"|"Niras Gruppen"|"Bestyrelsespost"|""|534101|73432219|"23-04-2012"|"Bestyrelsesmedlem"|106111
5000405|"Mikael Erik Frederiksen"|"Niras Gruppen"|"Bestyrelsespost"|""|556297|73432219|"26-05-2009"|"Bestyrelsesmedlem"|106111
5000405|"Helle Hegelund Knudsen"|"Niras Gruppen"|"Bestyrelsespost Medarbejdervalgt"|""|1386008|73432219|"28-05-2010"|"Medarbejderrepræsentant"|106111
5000405|"Mads Holm Christensen"|"Niras Gruppen"|"Bestyrelsespost"|""|1875779|73432219|"25-05-2010"|"Bestyrelsesmedlem"|106111
5000405|"Carsten Rønnow Lodahl"|"Niras Gruppen"|"Bestyrelsespost"|""|1973063|73432219|"01-02-2011"|"Bestyrelsesmedlem"|106111
5000405|"Leif Zetterberg"|"Niras Gruppen"|"Bestyrelsespost"|""|17176006|73432219|"23-04-2012"|"Bestyrelsesmedlem"|106111
5000056|"Jan Trøjborg"|"NKT Holding"|"Bestyrelsespost"|""|424292|62725214|"25-03-2010"|"Bestyrelsesmedlem"|106111
5000056|"Jens Maaløe"|"NKT Holding"|"Bestyrelsespost"|""|439066|62725214|"01-04-2004"|"Bestyrelsesmedlem"|106111
5000056|"Jens Peter Due Olsen"|"NKT Holding"|"Bestyrelsespost næstformand"|""|441194|62725214|"25-03-2010"|"Næstformand"|106111
5000056|"Kurt Bligaard Pedersen"|"NKT Holding"|"Bestyrelsespost"|""|510054|62725214|"23-03-2011"|"Bestyrelsesmedlem"|106111
5000056|"Lone Fønss Schrøder"|"NKT Holding"|"Bestyrelsespost"|""|536525|62725214|"10-04-2008"|"Bestyrelsesmedlem"|106111
5000056|"Michael Hedegaard Lyng"|"NKT Holding"|"Direktionspost"|""|552745|62725214|"01-07-2008"|"Direktionspost"|106111
5000056|"Niels-Henrik Dreesen"|"NKT Holding"|"Bestyrelsespost"|""|575680|62725214|"04-04-2012"|"Bestyrelsesmedlem"|106111
5000056|"Poul Christian Tage Kjær"|"NKT Holding"|"Bestyrelsespost Formand"|""|617440|62725214|"03-08-1987"|"Formand"|106111
5000056|"Arne Dan Kjærulff"|"NKT Holding"|"Bestyrelsespost medarbejdervalgt"|""|631028|62725214|"06-04-2006"|"Medarbejderrepræsentant"|106111
5000056|"Søren Isaksen"|"NKT Holding"|"Direktionspost"|""|661897|62725214|"01-08-1999"|"Direktionspost"|106111
5000056|"Thomas Peider Hofman-Bang"|"NKT Holding"|"Direktionspost adm.dir."|""|670008|62725214|"01-01-2006"|"Adm. Direktør"|106111
5000056|"Jan Erik Jensen"|"NKT Holding"|"Bestyrelsespost"|""|1885519|62725214|"04-04-2012"|"Bestyrelsesmedlem"|106111
5000257|"Irina Volovick"|"Dansteel"|"Bestyrelsespost"|""|906423|10092922|"01-10-2002"|"Bestyrelsesmedlem"|106111
5000257|"Yury Tarasov"|"Dansteel"|"Direktionspost adm. dir"|""|1154612|10092922|"06-04-2010"|"Adm. Direktør"|106111
5000257|"Igor Sarkits"|"Dansteel"|"Bestyrelsespost formand"|""|1280128|10092922|"15-03-2010"|"Formand"|106111
5000257|"Yuriy Bokachev"|"Dansteel"|"Direktionspost"|""|1716551|10092922|"16-02-2009"|"Direktionspost"|106111
5000257|"Yuriy Larin"|"Dansteel"|"Bestyrelsespost"|""|1856835|10092922|"15-03-2010"|"Bestyrelsesmedlem"|106111
5000257|"Jesper John Jensen"|"Dansteel"|"Bestyrelsespost"|""|1864369|10092922|"23-04-2010"|"Bestyrelsesmedlem"|106111
5000257|"Max Niemann Pedersen"|"Dansteel"|"Bestyrelsespost"|""|1864370|10092922|"23-04-2010"|"Bestyrelsesmedlem"|106111
5000013|"Birgit Nørgaard"|"NNE PHARMAPLAN A/S"|"Bestyrelsespost formand"|""|281260|13246009|"08-03-2012"|"Formand"|106111
5000013|"Anne Helene Moth-Poulsen"|"NNE PHARMAPLAN A/S"|"Bestyrelsespost"|""|1718170|13246009|""|"Bestyrelsesmedlem"|106111
5000013|"Hans Erik Martin Örström"|"NNE PHARMAPLAN A/S"|"Bestyrelsespost"|""|1270580|13246009|""|"Bestyrelsesmedlem"|106111
5000013|"Jens Viskum Olesen"|"NNE PHARMAPLAN A/S"|"Bestyrelsespost"|""|1718171|13246009|""|"Bestyrelsesmedlem"|106111
5000013|"Lars Fruergaard Jørgensen"|"NNE PHARMAPLAN A/S"|"Bestyrelsespost næstformand"|""|1156714|13246009|""|"Næstformand"|106111
5000013|"Morten Nielsen"|"NNE PHARMAPLAN A/S"|"Direktionspost adm. dir"|""|1616919|13246009|""|"Adm. Direktør"|106111
5000013|"Per Toft Valstorp"|"NNE PHARMAPLAN A/S"|"Bestyrelsespost"|""|603613|13246009|""|"Bestyrelsesmedlem"|106111
5000013|"Søren P. Andersen"|"NNE PHARMAPLAN A/S"|"Bestyrelsespost"|""|663701|13246009|""|"Bestyrelsesmedlem"|106111
5000014|"Carsten Krogsgaard Thomsen"|"NNIT A/S "|"Bestyrelsespost næstformand"|""|302143|21093106|"15-03-2011"|"Næstformand"|106111
5000014|"Jesper Brandgaard"|"NNIT A/S "|"Bestyrelsespost formand"|""|444919|21093106|"24-04-2002"|"Formand"|106111
5000014|"Per Ove Kogut"|"NNIT A/S "|"Direktionspost"|""|602328|21093106|"01-01-2007"|"Direktionspost"|106111
5000014|"Alex Steninge Jacobsen"|"NNIT A/S "|"Bestyrelsespost"|""|1989598|21093106|""|"Bestyrelsesmedlem"|106111
5000014|"Hans Rene Stockner"|"NNIT A/S "|"Bestyrelsespost"|""|385750|21093106|""|"Bestyrelsesmedlem"|106111
5000014|"Kenny Smidt"|"NNIT A/S "|"Bestyrelsespost"|""|1989599|21093106|""|"Bestyrelsesmedlem"|106111
5000014|"Lars Fruergaard Jørgensen"|"NNIT A/S "|"Bestyrelsespost"|""|1156714|21093106|""|"Bestyrelsesmedlem"|106111
5000014|"Per Toft Valstorp"|"NNIT A/S "|"Bestyrelsespost"|""|603613|21093106|""|"Bestyrelsesmedlem"|106111
5000674|"Jacob Christian Nielsen Thygesen"|"Noa Noa"|"Bestyrelsespost næstformand"|""|420887|60746214|"12-06-2007"|"Næstformand"|106111
5000674|"Lars Christian Holstein Holsteinborg"|"Noa Noa"|"Bestyrelsespost"|""|515077|60746214|"29-06-2010"|"Bestyrelsesmedlem"|106111
5000674|"Peter Rathsach"|"Noa Noa"|"Bestyrelsespost formand"|""|612120|60746214|"12-06-2007"|"Formand"|106111
5000674|"Peter Thostrup"|"Noa Noa"|"Bestyrelsespost"|""|613427|60746214|"12-06-2007"|"Bestyrelsesmedlem"|106111
5000674|"Søren Brandt"|"Noa Noa"|"Direktionspost adm. dir"|""|659913|60746214|"21-05-2008"|"Adm. Direktør"|106111
5000674|"Lesia M. Zuk"|"Noa Noa"|"Bestyrelsespost"|""|1722502|60746214|"05-12-2011"|"Bestyrelsesmedlem"|106111
5000280|"Inga Marie Kruse Andersen"|"Nobia Denmark"|"Bestyrelsespost medarbejdervalgt"|""|412985|89645417|"07-09-1992"|"Medarbejderrepræsentant"|106111
5000280|"Morten Falkenberg"|"Nobia Denmark"|"Bestyrelsespost formand"|""|562984|89645417|"11-10-2010"|"Formand"|106111
5000280|"Troels Laugesen Drachmann"|"Nobia Denmark"|"Bestyrelsespost"|""|683985|89645417|"26-04-2000"|"Bestyrelsesmedlem"|106111
5000280|"Preben Rasmussen"|"Nobia Denmark"|"Bestyrelsespost"|""|1580584|89645417|"28-02-2008"|"Bestyrelsesmedlem"|106111
5000280|"Lars Bay-Smidt"|"Nobia Denmark"|"Direktionspost"|""|1667653|89645417|"28-10-2011"|"Direktionspost"|106111
5000280|"Lars-Bo Andersen"|"Nobia Denmark"|"Bestyrelsespost næstformand"|""|1679386|89645417|"27-05-2010"|"Næstformand"|106111
5000280|"Bo Mikael Norman"|"Nobia Denmark"|"Bestyrelsespost"|""|1853917|89645417|"26-03-2010"|"Bestyrelsesmedlem"|106111
5000667|"Ebbe Ravn Sørensen"|"NOE Net"|"Bestyrelsespost formand"|""|321941|28855206|"22-06-2005"|"Formand"|106111
5000667|"Flemming Poulsen"|"NOE Net"|"Direktionspost"|""|354788|28855206|"22-06-2005"|"Direktionspost"|106111
