"ORG_ID"|"NAVN"|"ORG_NAVN"|"POSITION"|"BESKRIVELSE"|"id"
1001078|"Niels Christian Ravn"|"Foreningen af Vandværker i Danmark (FVD) (landsbestyrelse)"|""|"Niels Christian ,Ravn Region Midt"|2535
1000757|"Niels Christian Toppenberg"|"Foreningen af Rådgivende Ingeniører, F.R.I (Aftaleudvalget)"|""|"Niels Christian Toppenberg, Bascon"|2536
1000759|"Niels Christian Toppenberg"|"Foreningen af Rådgivende Ingeniører, F.R.I (Rets- og Responsumudvalget)"|""|"Niels Christian Toppenberg, Bascon"|2536
1001024|"Niels Clausen"|"IT-Brancheforeningen (Udvalget for kopi og printproducenter)"|""|"Niels Clausen, Brother Nordic A/S  nc@brother.dk"|2537
1000971|"Niels Dalsgaard"|"Dansk Akvakultur (bestyrelse)"|""|"Niels Dalsgaard,"|2538
1000973|"Niels Dalsgaard"|"Dansk Akvakultur (Havbrug)"|"Formand"|"Niels Dalsgaard, Formand,"|2538
1000841|"Niels Dengsø Jensen"|"Landbrug & Fødevarer (formandskab)"|""|"Niels Dengsø Jensen, Næstformand"|2539
1000842|"Niels Dengsø Jensen"|"Landbrug & Fødevarer (Primaer-bestyrelse)"|""|"Niels Dengsø Jensen, Næstformand"|2539
1000843|"Niels Dengsø Jensen"|"Landbrug & Fødevarer (Virksomhedsbestyrelse)"|"Viceformand"|"Niels Dengsø Jensen, Viceformand, DLG"|2539
1000929|"Niels Dengsø Jensen"|"International Chamber of Commerce Denmark (ICC-Denmark) (bestyrelse)"|""|"Niels Dengsø, Grd. DLG, (Landbrug & Fødevarer)"|2539
1000965|"Niels Duedahl"|"Dansk Energi – Net (bestyrelse)"|""|"Niels Duedahl, SE Service A/S , medlem"|2540
1000765|"Niels Elmo Jensen"|"Den Danske Finansanalytikerforening (DDF) (bestyrelse)"|""|"Niels Elmo Jensen, Lægernes Pensionskasse"|2541
1000768|"Niels Elmo Jensen"|"Den Danske Finansanalytikerforening (DDF) (Asset Allocation udvalget)"|""|"Niels Elmo Jensen, bestyrelsesrepræsentant, Lægernes Pensionskasse"|2541
1000849|"Niels Erik Jensen"|"Landbrug & Fødevarer (Danske Deltidslandmænd – Udvalget)"|""|"Niels Erik Jensen,"|2542
1000791|"Niels F. Møller"|"Glarmesterlauget i Danmark (bestyrelse)"|""|"Niels F. Møller, Risskov"|2543
1000696|"Niels G Jensen"|"ErhvervsBiavlerne (bestyrelse)"|""|"Niels G Jensen,"|2544
1000770|"Niels Granholm-Leth"|"Den Danske Finansanalytikerforening (DDF) (Regnskabsudvalget)"|"Formand"|"Niels Granholm-Leth, formand, SEB Enskilda"|2545
1000159|"Niels Gregers Hansen"|"Finanssektorens Arbejdsgiverforening (Repræsentantskab)"|""|"Vicedirektør Niels Gregers Hansen Nordea Bank Danmark A/S"|2546
1000964|"Niels Grovn"|"Dansk Energi – Gas (bestyrelse)"|"Formand"|"Niels Grovn, TRE-FOR A/S, formand"|2547
1000967|"Niels Grovn"|"Dansk Energi – Elhandel (bestyrelse)"|""|"Niels Grovn, TRE-FOR A/S, medlem"|2547
1001008|"Niels Hansen"|"Foreningen af Interne Revisorer (Sektor: Industri m.v.)"|""|"Niels Hansen, Revisionschef Dansk Supermarked Gruppen"|2548
1000911|"Niels Henrik B. Mikkelsen"|"Dansk Venture- og Kapitalfondsforening - DVCA (Analyseudvalg)"|"Formand"|"Niels Henrik B. Mikkelsen, (formand), partner, nhm@pwc.dk, PricewaterhouseCoopers"|2549
1000917|"Niels Henrik B. Mikkelsen"|"Dansk Venture- og Kapitalfondsforening - DVCA (Ventureudvalg)"|""|"Niels Henrik B. Mikkelsen, partner PricewaterhouseCoopers"|2549
1000739|"Niels Holck"|"Veterinærmedicinsk Industriforening (VIF) (bestyrelse)"|"Formand"|"Niels Holck, Country Manager Orion Pharma Animal Health, formand"|2550
1000855|"Niels Holm"|"Dagligvareleverandørerne (IT og Logistikudvalg)"|""|"Niels Holm, LantmännenSchulstad A/S."|2551
1000951|"Niels Højlund Hansen"|"Rederiforeningen af 2010 (bestyrelse)"|""|"Niels Højlund Hansen, Skibsreder Nordane Shipping A/S"|2552
1000143|"Niels Håkonsen"|"Danske Malermestre (Direktion)"|""|"Niels Håkonsen Afdelingschef Uddannelsespolitisk afdeling"|2553
1000740|"Niels Iuel Reventlow"|"Dansk Skovforening (bestyrelse)"|"Formand"|"Niels Iuel Reventlow, Formand, Ejer af Hverringe skove"|2554
1000741|"Niels Iuel Reventlow"|"Dansk Skovforening (Forretningsudvalg)"|""|"Niels Iuel Reventlow, Formand, Ejer af Hverringe skove"|2554
1000885|"Niels Iversen"|"Dansk Forening for Rosport (bestyrelsen)"|""|"Niels Iversen, Aarhus Roklub. Valgt for 2 år., Bestyrelsesmedlem"|2555
1000121|"Niels Jacobsen"|"DI (Hovedbestyrelse)"|""|"Niels Jacobsen, R. Bestyrelsesformand Oticon A/S"|2556
1000701|"Niels Jensen"|"GS1 Denmark (bestyrelse)"|"Næstformand"|"Niels Jensen, (næstformand), Dagligvareleverandørerne (DLF)"|2557
1000137|"Niels Josephsen"|"DI (Udvalg for Skattepolitik)"|""|"Niels Josephsen Partner Ernst & Young P/S"|2558
1001049|"Niels Juel Nielsen"|"Det Kongelige Danske Landhusholdningsselskab (præsidie)"|""|"Niels Juel Nielsenm, Proprietær, Suppleant"|2559
1000703|"Niels Juhl Bundgaard Jensen"|"Hedeselskabet (repræsentantskabet)"|""|"Niels Juhl Bundgaard Jensen, Region Midtjylland"|2560
1000703|"Niels Jørgen Bønløkke"|"Hedeselskabet (repræsentantskabet)"|""|"Niels Jørgen Bønløkke, Region Midtjylland"|2561
1000113|"Niels Jørgen Nielsen"|"Grafisk Arbejdsgiverforening (Repræsentantskab)"|""|"Bogtrykker Niels Jørgen Nielsen InPrint A/S, Kolding"|2562
1000788|"Niels Jørgen Pedersen"|"Dansk Kvæg (bestyrelse)"|""|"Niels Jørgen Pedersen, Landbrug & Fødevarer, Landboforeningerne"|2563
1000841|"Niels Jørgen Pedersen"|"Landbrug & Fødevarer (formandskab)"|""|"Niels Jørgen Pedersen, Formand"|2563
1000842|"Niels Jørgen Pedersen"|"Landbrug & Fødevarer (Primaer-bestyrelse)"|"Formand"|"Niels Jørgen Pedersen, Formand"|2563
1000843|"Niels Jørgen Pedersen"|"Landbrug & Fødevarer (Virksomhedsbestyrelse)"|""|"Niels Jørgen Pedersen, Formand"|2563
1000929|"Niels Jørgen Pedersen"|"International Chamber of Commerce Denmark (ICC-Denmark) (bestyrelse)"|""|"Niels Jørgen Pedersen, Grd. , Landbrug & Fødevarer (Landbrug & Fødevarer)"|2563
1000137|"Niels Jørgen Villesen"|"DI (Udvalg for Skattepolitik)"|""|"Niels Jørgen Villesen Koncernfinansdirektør Tican Fresh Meat A/S"|2564
1000783|"Niels Kirkegaard"|"Maskinleverandørerne - Vej, Park & Anlæg (Bestyrelsen for Park, Vej og Anlæg)"|""|"Niels Kirkegaard, Adm. Direktør GMR Maskiner A/S"|2565
1000130|"Niels Kjærsgaard"|"DI (Udvalg for Konkurrenceret)"|""|"Niels Kjærsgaard Competition law compliance manager TDC A/S"|2566
1000713|"Niels Kjølhede"|"Danske Arkitektvirksomheder (internationale udvalgs netværksgruppe )"|""|"Niels Kjølhede, MØLLER & GRØNBORG"|2567
1000829|"Niels Kjølhede"|"Byggesocietetet (Netværksgruppe7 i Århus)"|""|"Niels Kjølhede, Møller & Grønborg Arkitekter"|2567
1001072|"Niels Kr. Nielsen"|"Danske Fiskeres Producent Organisation (DFPO) (bestyrelse)"|""|"Niels Kr. Nielsen, Mobil 51 53 25 88 nkn@hififo.dk"|2568
1000844|"Niels Kragh"|"Landbrug & Fødevarer (Familielandbrugssektionen – bestyrelse)"|""|"Niels Kragh,"|2569
1001070|"Niels Kristensen"|"Danmarks Apotekerforening (bestyrelse)"|"Formand"|"Niels Kristensen, Lyngby Svane Apotek, Formand"|2570
1000823|"Niels Kristian Hansen"|"Byggesocietetet (landsbetyrelsen)"|""|"Niels Kristian Hansen, Ejendomschef Rosengårdcentret, Medlem af Landsbestyrelsen, Formand for Byggesocietetet Fyn"|2571
1000751|"Niels Lerbech Sørensen"|"Foreningen af Rådgivende Ingeniører, F.R.I (Bestyrelse)"|""|"Niels Lerbech Sørensen, HUNDSBÆK & HENRIKSEN A/S, Vejle, 2. næstformand, Valgt i 2012"|2572
1001019|"Niels M. Andersen"|"IT-Brancheforeningen (Rettighedsudvalget)"|""|"Niels M. Andersen, Advokatfirmaet Bech-Bruun  nma@bechbruun.com"|2573
1000729|"Niels Mengel"|"Dansk Aktionærforening (bestyrelse)"|"Formand"|"Niels Mengel, (Formand), Cand. polit, MBA. Adm. direktør i det dansk/svenske ventureselskab Øresund – Healthcare Capital. Tidligere koncerndirektør, Corporate Strategy, ISS A/S, direktør, PA Consulting Group (tidl. T.Bak-Jensen) og cheføkonom og Investeringschef i A/S Det Kjøbenhavnske Reassurance- Compagni. Formand/medlem af en række bestyrelser i mindre og mellemstore vækstvirksomheder. Tidligere ekstern lektor, nu censor, på CBS. Medlem af DAF's repræsentantskab siden 2004. Født 1948."|2574
1000730|"Niels Mengel"|"Dansk Aktionærforening (Nomineringsudvalg)"|""|"Niels Mengel,"|2574
1000121|"Niels Morten Hjort"|"DI (Hovedbestyrelse)"|""|"Niels Morten Hjort Senior Vice President Production & LogisticsOperations Cheminova A/S"|2575
1000159|"Niels Møllegaard"|"Finanssektorens Arbejdsgiverforening (Repræsentantskab)"|""|"Vicedirektør Niels Møllegaard Sydbank"|2576
1000117|"Niels Møller Jensen"|"DI (Udvalg for arbejdsmarkedspolitik)"|""|"Niels Møller Jensen Adm. direktør GRUNDFOS A/S"|2577
1000706|"Niels Nielsen"|"Dansk Vejforening (bestyrelse)"|""|"Niels Nielsen, Branchedirektør Danske Anlægsentreprenører"|2578
1000757|"Niels Ole Karstoft"|"Foreningen af Rådgivende Ingeniører, F.R.I (Aftaleudvalget)"|""|"Niels Ole Karstoft, Alectia"|2579
1000825|"Niels Ole Sloth"|"Byggesocietetet (Netværksgruppe2 i København)"|""|"Niels Ole Sloth, Assurance Partner A/S"|2580
1000740|"Niels Otto Lundstedt"|"Dansk Skovforening (bestyrelse)"|"Næstformand"|"Niels Otto Lundstedt, Næstformand, Godsforvalter på Dønnerup Gods"|2581
1000741|"Niels Otto Lundstedt"|"Dansk Skovforening (Forretningsudvalg)"|""|"Niels Otto Lundstedt, Næstformand, Godsforvalter på Dønnerup Gods"|2581
1000803|"Niels Otto Lundstedt"|"Dansk Juletræsdyrkerforening (bestyrelse)"|""|"Niels Otto Lundstedt, Godsforvalter"|2581
1000694|"Niels Peder Christiansen"|"Foreningen af Danske Stammeejere af Mark- og Havefrø – DLF AmbA (bestyrelse)"|""|"Niels Peder Christiansen,"|2582
1000842|"Niels Pedersen Qvist"|"Landbrug & Fødevarer (Primaer-bestyrelse)"|""|"Niels Pedersen Qvist,"|2583
1000849|"Niels Pedersen Qvist"|"Landbrug & Fødevarer (Danske Deltidslandmænd – Udvalget)"|"Formand"|"Niels Pedersen Qvist, Formand"|2583
1000740|"Niels Peter Dalsgård Jensen"|"Dansk Skovforening (bestyrelse)"|""|"Niels Peter Dalsgård Jensen, Ejer af Kogleskoven, Skovrider på Salten Langsø Skovadministration, Ry"|2584
1001042|"Niels Peter Ellegaard"|"Dansk Vand- og Spildevandsforening (DANVA) (bestyrelse)"|""|"Niels Peter Ellegaard, FFV Energi & Miljø"|2585
1000931|"Niels Peter Hansen"|"International Chamber of Commerce Denmark (ICC-Denmark) (Trade finance forum)"|""|"Niels Peter Hansen, Handelsbanken"|2586
1001057|"Niels Peter Nielsen"|"Patriotisk Selskab (Planteavlsudvalg)"|""|"Niels Peter Nielsen, Inspektør Fiil-Sø"|2587
1000840|"Niels Peter Nørring"|"Landbrug & Fødevarer (ledelse)"|""|"Niels Peter Nørring, Direktør for Miljø & Energi"|2588
1000149|"Niels Peter Pretzmann"|"Dansk Byggeri (Bestyrelse)"|""|"Senior adviser Niels Peter Pretzmann Outline Vinduer A/S"|2589
1000102|"Niels Peter Rode"|"EmballageIndustrien (Bestyrelse)"|""|"Direktør,Elopak Denmark A/S"|2590
1000918|"Niels Piper"|"Dansk Værktøjsmaskinforhandler Forening - DVF (bestyrelse)"|""|"Niels Piper , Herstad+Piper K/S"|2591
1000926|"Niels Ralund"|"Foreningen for Distance- og Internethandel - FDIH (bestyrelse)"|"Næstformand"|"Niels Ralund, Næstformand, Medejer af DVDOO A/S"|2592
1000787|"Niels Rasmussen"|"Danmarks Kartoffel Råd"|""|"Niels Rasmussen, Formand for Centrovice"|2593
1000842|"Niels Rasmussen"|"Landbrug & Fødevarer (Primaer-bestyrelse)"|""|"Niels Rasmussen,"|2593
1000806|"Niels Riis"|"Danske Æg (bestyrelse)"|""|"Niels Riis, Gårdejer Producentforeningen Hedegaard Foods"|2594
1001066|"Niels Skovvart"|"InvesteringsForeningsRådet (Investeringsudvalget)"|""|"Niels Skovvart, Sydinvest"|2595
1000950|"Niels Smedegaard"|"Danmarks Rederiforening (bestyrelse)"|""|"Niels Smedegaard, Adm. direktør DFDS A/S"|2596
1001087|"Niels Sundberg"|"Erhvervsflyvningens Sammenslutning (ES) (Board)"|"Chair,am"|"Niels Sundberg, Sun-Air of Scandinavia, Chairman"|2597
1001054|"Niels Techen"|"Håndværksrådet (bestyrelse)"|"Formand"|"Niels Techen, Civilingeniør, formand for Dansk Håndværk, Formand"|2598
1001071|"Niels Thomsen"|"Danboat, Søsportens Brancheforening (bestyrelse)"|""|"Niels Thomsen, Bestyrelsesmedlem - økonomiansvarlig - Gruppeformand for eksportgruppen"|2599
1000835|"Niels Trap"|"Byggesocietetet (Miljøudvalget )"|""|"Niels Trap, Golder Associates A/S"|2600
1000842|"Niels Vestergaard Salling"|"Landbrug & Fødevarer (Primaer-bestyrelse)"|""|"Niels Vestergaard Salling,"|2601
1000137|"Niels Vrist Bertelsen"|"DI (Udvalg for Skattepolitik)"|""|"Niels Vrist Bertelsen Adm. direktør NCG Retail A/S"|2602
1000704|"Niels Vrist Bertelsen"|"Bilbranchen (bestyrelse)"|""|"Niels Vrist Bertelsen,"|2602
1000742|"Niels Wichmann"|"Danmarks Fiskeriforening (bestyrelse)"|"Adm. Direktør"|"Niels Wichmann, Adm. direktør"|2603
1000743|"Niels Wichmann"|"Danmarks Fiskeriforening (formandskab)"|"Adm. Direktør"|"Niels Wichmann, Adm. direktør"|2603
1001072|"Niels Wichmann"|"Danske Fiskeres Producent Organisation (DFPO) (bestyrelse)"|"Adm. Direktør"|"Niels Wichmann, Adm. direktør"|2603
1000139|"Niels Zibrandtsen"|"DI (Udvalg for Telepolitik)"|""|"Niels Zibrandtsen Adm. direktør GlobalConnect A/S"|2604
1000122|"Niels Østerberg"|"DI (Internationale markedsudvalg)"|""|"Niels Østerberg Adm. direktør Orana A/S"|2605
1000731|"Niels Aage Larsen"|"Dansk Aktionærforening (Generalforsamlingsudvalg)"|""|"Niels Aage Larsen,"|2606
1000715|"Nikolai Overgaard"|"Danske Arkitektvirksomheder (Kompetenceudvalget)"|""|"Nikolai Overgaard, Rørbæk & Møller"|2607
1000945|"Nikolaj Buchardt"|"Public Relations Branchen (bestyrelse)"|""|"Nikolaj Buchardt, Mannov A/S, Bestyrelsesmedlem"|2608
1000721|"Nikolaj Carlsson"|"Bygherreforeningen (Digitalisering)"|""|"Nikolaj Carlsson, Københavns Ejendomme"|2609
1000937|"Nikolaj Dalsgaard"|"Jobrådgivernes Brancheforening (it-udvalget)"|""|"Nikolaj Dalsgaard, AS3 Employment"|2610
1000826|"Nikolaj Pfeiffer"|"Byggesocietetet (Netværksgruppe3 i København)"|"Styregruppe"|"Nikolaj Pfeiffer, Magasin Ejendom"|2611
1000721|"Nikolaj Randal Petersen"|"Bygherreforeningen (Digitalisering)"|""|"Nikolaj Randal Petersen, Københavns Ejendomme"|2612
1000832|"Nikolaj Stampe"|"Byggesocietetet (Bygherreudvalget )"|""|"Nikolaj Stampe, PKA"|2613
1000150|"Nils Bell"|"LandsdelsOrkesterForeningen (Bestyrelse)"|""|"Aalborg Symfoniorkester Nils Bell, bestyrelsesformand"|2614
1001073|"Nils Christian Jensen"|"Foreningen for Danmarks Fiskemel- og Fiskeolieindustri (bestyrelse)"|""|"Nils Christian Jensen, Adm. direktør TripleNine Pharma A/S"|2615
1000103|"Nils Juhl Andreasen"|"Sammenslutningen af Landbrugets Arbejdsgiverforeninger (SALA) (Bestyrelse og direkton)"|"Direktør"|"Direktør Nils Juhl Andreasen"|2616
1000721|"Nils Kaas"|"Bygherreforeningen (Digitalisering)"|""|"Nils Kaas, Hørsholm Kommune"|2617
1001055|"Nils Rasmussen"|"Patriotisk Selskab (bestyrelse)"|"Direktør"|"Nils Rasmussen, Direktør/chefkonsulent"|2618
1000125|"Nils Smedegaard Andersen"|"DI (Udvalg for Erhvervspolitik)"|""|"Nils Smedegaard Andersen Group CEO A.P. Møller - Mærsk A/S"|2619
1000115|"Nils Stausgaard-Petersen"|"SAMA - Sammenslutningen af mindre Arbejdsgiverforeninger (Bestyrelse)"|""|"Nils Stausgaard-Petersen, Arbejdsgiverforeningen for Tømmerhandlere i København og Omegn"|2620
1000738|"Nina Crone"|"Producentforeningen (bestyrelse)"|"Formand"|"Nina Crone, Formand for Producentforeningen, Repræsenterer spillefilm"|2621
1000957|"Nina Due"|"Danske Landskabsarkitekter (bestyrelse)"|""|"Nina Due, (2011-13)"|2622
1000825|"Nina Grunow"|"Byggesocietetet (Netværksgruppe2 i København)"|""|"Nina Grunow, Bech-Bruun"|2623
1000713|"Nina Jensen"|"Danske Arkitektvirksomheder (internationale udvalgs netværksgruppe )"|""|"Nina Jensen, SCHØNHERR"|2624
1000721|"Nina Koch"|"Bygherreforeningen (Digitalisering)"|""|"Nina Koch, Bygherreforeningen"|2625
1000857|"Nis Alstrup"|"Dansk Erhverv (bestyrelse)"|""|"Nis Alstrup, Adm. direktør Aleris-Hamlet Hospitaler"|2626
1001042|"Nis Chr. Sørensen"|"Dansk Vand- og Spildevandsforening (DANVA) (bestyrelse)"|""|"Nis Chr. Sørensen, Grindsted Vandværk"|2627
1000974|"Nis Høyer"|"Dansk Akvakultur (Ål)"|""|"Nis Høyer,"|2628
1000932|"Nis Peter Nissen"|"Indsamlingsorganisationernes Brancheorganisation - ISOBRO (bestyrelse)"|""|"Nis Peter Nissen, direktør, Alzheimerforeningen"|2629
1000703|"Norbert F. V. Ravnsbæk"|"Hedeselskabet (repræsentantskabet)"|""|"Norbert F. V. Ravnsbæk, Valgt af repræsentantskabet 	"|2630
1000715|"Nynne Lundt"|"Danske Arkitektvirksomheder (Kompetenceudvalget)"|""|"Nynne Lundt, DANSKE ARK , Udvalgssekretær:"|2631
1000716|"Nynne Lundt"|"Danske Arkitektvirksomheder (Kvalitetsledelsesudvalget)"|""|"Nynne Lundt, DANSKE ARK, Udvalgssekretær:"|2631
1000924|"Olaf Winsløw"|"Den Danske Boghandlerforening (bestyrelse)"|"Direktør"|"Olaf Winsløw, Direktør, Direktør for Boghandlerforeningen"|2632
1000692|"Olav Skaaning Andersen"|"Danske Dagblades Forening (Redaktionelt Udvalg)"|""|"Olav Skaaning Andersen, Ansvh. chefredaktør, medlem"|2633
1000714|"Ole Andersen"|"Danske Arkitektvirksomheder (IT-udvalget)"|""|"Ole Andersen, Arkitektfirmaet Ole Andersen"|2634
1000718|"Ole Andersen"|"Danske Arkitektvirksomheder (Tilgængelighedsudvalget)"|""|"Ole Andersen, Arkitektfirmaet Ole Andersen"|2634
1001076|"Ole Bandsholm Soerensen"|"KMC (Management)"|""|"Ole Bandsholm Soerensen, R&D Director"|2635
1000907|"Ole Bang Jensen"|"Dansk Transport og Logistik - DTL (bestyrelse)"|""|"Ole Bang Jensen, vognmand Ole Bang Jensen Vognmandsforretning, Porsevej 7, 6100 Haderslev"|2636
1000909|"Ole Bertelsen"|"Dansk Vandrelaug (styrelse)"|"Formand"|"Ole Bertelsen, København, Landsformand"|2637
1000728|"Ole Bjarrum"|"Dansk Aktionærforening (repræsentantskab)"|""|"Ole Bjarrum, Direktør"|2638
1000871|"Ole Bolgann"|"Danmarks Fotohandler Forening (bestyrelse)"|""|"Ole Bolgann, Frederikssund Foto"|2639
1000129|"Ole Buus"|"DI (Udvalg for IT politik)"|""|"Ole Buus General Manager Xerox A/S"|2640
1000814|"Ole Dalby"|"VELTEK - VVS og EL-tekniske Leverandørers Brancheforening"|""|"Ole Dalby, Direktør Danfoss A/S"|2641
1000689|"Ole Dall"|"Danske Dagblades Forening (Bestyrelse)"|"Formand"|"Ole Dall, Ansvh. chefredaktør, Formand"|2642
1000143|"Ole Draborg"|"Danske Malermestre (Direktion)"|""|"Ole Draborg Direktør"|2643
1000144|"Ole Draborg"|"Danske Malermestre (Bestyrelse)"|"Direktør"|"Ole Draborg Direktør Islands Brygge 26 2300 København S"|2643
1001012|"Ole Eklund"|"IT-Brancheforeningen (hovedbestyrelse)"|""|"Ole Eklund, ALSO Actebis A/S  oeklund@actebis.com"|2644
1000802|"Ole Falkær Lausten"|"Børsmæglerforeningen (Complianceudvalget)"|""|"Ole Falkær Lausten, Carnegie Asset Management Fondsmæglerselskab"|2645
1000829|"Ole Faurby"|"Byggesocietetet (Netværksgruppe7 i Århus)"|""|"Ole Faurby, NCC Property Development A/S"|2646
1000763|"Ole Feddersen"|"Medicoindustrien (bestyrelse)"|""|"Ole Feddersen, Corporate Vice President Novo Nordisk A/S, Bestyrelsesmedlem"|2647
1000787|"Ole Flensted"|"Danmarks Kartoffel Råd"|""|"Ole Flensted, Flensted Holding, Direktør"|2648
1000891|"Ole Frydkjær Petersen"|"Dansk Håndbold Forbund (Dommerudvalget)"|"Formand"|"Ole Frydkjær Petersen, Munkeageren 15, 4600 Køge"|2649
1001042|"Ole Glahn"|"Dansk Vand- og Spildevandsforening (DANVA) (bestyrelse)"|""|"Ole Glahn, Kalundborg Forsyning"|2650
1000825|"Ole Hammershøj"|"Byggesocietetet (Netværksgruppe2 i København)"|""|"Ole Hammershøj, CBRE A/S"|2651
1001021|"Ole Hauris Sørensen"|"IT-Brancheforeningen (Teleudvalget)"|""|"Ole Hauris Sørensen, Teliasonera Danmark A/S  ole.hauris@teliasonera.com"|2652
1000910|"Ole Hauskov"|"Dansk Venture- og Kapitalfondsforening - DVCA (bestyrelse)"|""|"Ole Hauskov, Partner, Advizer"|2653
1000116|"Ole Hedegaard Madsen"|"DI (Udvalg for affald)"|""|"Ole Hedegaard Madsen Direktør, Teknologi & Marketing Babcock & Wilcox Vølund A/S"|2654
1000150|"Ole Hentzen"|"LandsdelsOrkesterForeningen (Bestyrelse)"|"Formand"|"FORMAND: Sjællands SymfoniorkesterOle Hentzen, bestyrelsesformand"|2655
1000807|"Ole Høgh Sørensen"|"Fjerkræafgiftsfonden (bestyrelse)"|""|"Ole Høgh Sørensen, Gårdejer"|2656
1000846|"Ole Høgh Sørensen"|"Landbrug & Fødevarer (Erhvervsfjerkræsektionen – bestyrelse)"|""|"Ole Høgh Sørensen, Suppleant, Valgt af Danpo-leverandører"|2656
1000721|"Ole Høgstedt"|"Bygherreforeningen (Digitalisering)"|""|"Ole Høgstedt, Region Sjælland"|2657
1001032|"Ole Haahr Hansen"|"Danske Speditører (Fagudvalg Luftfragt)"|""|"Ole Haahr Hansen, Blue Water Shipping A/S"|2658
1000793|"Ole Jensen"|"Tegnerne - Tegnerforbundet af 1919 (bestyrelse)"|"Næstformand"|"Ole Jensen, Næstformand"|2659
1000788|"Ole Karmsteen"|"Dansk Kvæg (bestyrelse)"|""|"Ole Karmsteen, Landbrug & Fødevarer, Familielandbruget"|2660
1001006|"Ole Kirkbak"|"Foreningen af Interne Revisorer (bestyrelse)"|""|"Ole Kirkbak, Revisionschef Sydbank, Sekretær"|2661
1001007|"Ole Kirkbak"|"Foreningen af Interne Revisorer (Sektor: Finansielle)"|""|"Ole Kirkbak, Revisionschef Sydbank"|2661
1000128|"Ole Kjeldsen"|"DI (Udvalg for Informationssikkerhed)"|""|"Ole Kjeldsen DirektørMicrosoft Danmark ApS"|2662
1000127|"Ole Kring"|"DI (Udvalg for Forskning og Uddannelse)"|""|"Ole Kring Adm. direktør Scandinavian Micro Biodevices ApS"|2663
1000816|"Ole Kring"|"DI ITEK (bestyrelse)"|""|"Ole Kring, Adm. direktørScandinavian Micro Biodevices ApS"|2663
1000159|"Ole Kühnel"|"Finanssektorens Arbejdsgiverforening (Repræsentantskab)"|""|"Direktør Ole Kühnel Vordingborg Bank"|2664
1000746|"Ole Larsen"|"Dansk Renseri Forening (Miljøudvalg)"|""|"Ole Larsen, Udvalgsmedlem"|2665
1000979|"Ole Lehrmann Madsen"|"GTS - Godkendt Teknologisk Service (Bestyrelse)"|""|"Ole Lehrmann Madsen, adm.dir., Alexandra Instiuttet"|2666
1000750|"Ole Madsen"|"Feriehusudlejernes Brancheforening (bestyrelse)"|""|"Ole Madsen, Direktør Netferie"|2667
1000131|"Ole Meilandt Bygholm"|"DI (Udvalg for Medieindustri)"|""|"Ole Meilandt Bygholm Direktør Webfighter ApS"|2668
1000735|"Ole Møller Andreasen"|"Dansk Aktionærforening (Skatteudvalg)"|""|"Ole Møller Andreasen, formand"|2669
1000736|"Ole Møller Andreasen"|"Dansk Aktionærforening (Uddannelsesudvalg)"|""|"Ole Møller Andreasen,"|2669
1000102|"Ole Møller Hansen"|"EmballageIndustrien (Bestyrelse)"|""|"adm. direktør, Smurfit Kappa Danmark A/S"|2670
1001029|"Ole Mørk"|"Danske Speditører (bestyrelse)"|""|"Ole Mørk, DHL Freight (Denmark) A/S"|2671
1001008|"Ole Nielsen"|"Foreningen af Interne Revisorer (Sektor: Industri m.v.)"|""|"Ole Nielsen, Revisionschef Coop Danmark A/S"|2672
1000113|"Ole Olsen"|"Grafisk Arbejdsgiverforening (Repræsentantskab)"|""|"Direktør Ole Olsen MV-Tryk a/s, Middelfart"|2673
1000985|"Ole Paustian"|"Vin og Spiritus Organisationen i Danmark V.S.O.D. (bestyrelse)"|""|"Ole Paustian, Direktør Taster Wine A/S"|2674
1000864|"Ole Pries"|"Brancheforeningen for Kontor og Papir i Danmark – KONPA (Legatudvalg)"|""|"Ole Pries, Direktør"|2675
1000122|"Ole Qvist Pedersen"|"DI (Internationale markedsudvalg)"|""|"Ole Qvist Pedersen Divisionsdirektør Falck Danmark A/S"|2676
1000134|"Ole Qvist Pedersen"|"DI (Udvalg for Offentlig-privat samspil)"|"Formand"|"Ole Qvist Pedersen Divisionsdirektør (Formand) Falck Danmark A/S"|2676
1000133|"Ole Rademacher"|"DI (Udvalg for Mindre og Mellemstore Virksomheder)"|""|"Ole Rademacher Direktør Rademachers Orthodontiske Laboratorium ApS"|2677
1000963|"Ole Rasmussen"|"Dansk Energi (bestyrelse)"|""|"Ole Rasmussen, SEAS-NVE Transmission A/S, medlem"|2678
1000112|"Ole Ravn"|"Tekniq - Installatørernes Organisation (Bestyrelse)"|""|"Medlem, Elinstallatør Ole Ravn ELEKTRIKEREN A/S"|2679
1000132|"Ole Røsdahl"|"DI (Udvalg for Miljø)"|""|"Ole Røsdahl Adm. direktør Krüger A/S"|2680
1000814|"Ole Sander"|"VELTEK - VVS og EL-tekniske Leverandørers Brancheforening"|""|"Ole Sander, Adm. direktør Schneider Electric Danmark A/S"|2681
1000724|"Ole Schiøth"|"Bygherreforeningen (Rammebetingelser)"|""|"Ole Schiøth, emcon"|2682
1000725|"Ole Schiøth"|"Bygherreforeningen (Udbud og Konkurrence)"|""|"Ole Schiøth, emcon"|2682
